temperature,humidity,pressure,wind_speed,cloud_cover,visibility,target_temperature
8.727005942368123,51.49084162219537,1006.1548572926689,24.98351218645267,72.99983109899703,1.8313375534830696,9.711356054459827
37.53571532049581,57.874852750001715,1003.3038467361982,37.33733862562971,18.451199559871156,1.5467835662921805,38.184697441242676
26.599697090570253,88.36379145617443,992.3307738752002,28.133339032816657,34.663969436988616,6.437727556692977,24.314946501157742
19.93292420985183,47.20035088479137,1022.5086669071042,4.1651291555898196,66.32806368578183,9.695046902434793,25.796871954080036
-2.1990679778781743,89.5719747849737,1013.363691235604,9.27901183917777,48.20893445244799,5.524491780592516,-0.1805145320954218
-2.2002739831898674,27.050754478135318,1040.5990694626803,10.966409201545957,73.85710386348939,1.4636370334537463,11.908506037321978
-7.095819391590027,82.14387497669046,982.2476706337441,12.893212682242245,96.12079012228597,2.9909679046971056,-10.177385798138179
33.308807288746756,87.80381064437891,1025.0707549288588,28.270169597525214,11.654668771519749,3.203136157741936,33.788436733825506
20.05575058716044,34.5454122269871,1033.4064214958094,25.198288991269674,70.95677163980609,4.04071416223255,27.89075087057541
25.403628889802278,54.42772258977604,1033.1640598431816,10.158001918210447,23.034415563211454,1.3924304522759137,29.402884160418
-8.970775285209879,33.23998197309245,1042.0251776966868,3.3777421727843535,41.44767274075692,9.144034304481247,6.128904622289552
38.49549260809972,76.52833031953742,1031.0323619980645,8.571610223735904,3.2862725795139824,5.640075502493457,37.930733820916956
31.622132040021086,62.82782144493254,1044.9467043153388,49.21906563093017,13.590738229269894,7.038377136586981,31.60346768798117
0.6169555339138082,70.82586773666569,1003.2859619874624,23.427347489573613,31.977728904889968,1.6045555320550808,4.135799734534008
-0.9087516396449686,35.718957356496894,1015.224659172608,43.36727523510562,34.198580528798495,1.4870392102328447,4.314893773639021
-0.8297745073283096,36.93966896419356,980.9855764298023,42.43762333344216,89.95852164620958,6.278209948364925,0.5690346560310293
5.212112147976885,23.319786040792508,980.4870311112304,25.575977873143685,74.18129092665151,8.985664094537873,10.000741398663141
16.237821581611893,45.765402815658376,996.8088634316064,35.33438542302718,97.2182968187041,5.7563380086359235,14.451018217914442
11.597250932105787,64.779572906694,987.056503799736,9.637600520635614,59.90715103352405,8.900372553130644,9.965133994003065
4.561457009902096,88.63479311978631,998.2147957555028,34.419835246345414,24.171373209131797,8.298921457497155,5.936951618997453
20.592644736118974,73.35419579669446,992.3930306169879,13.619228963164476,32.765502992164286,1.6826840721542866,19.150868968066092
-3.025306967397908,54.83170587198011,981.9964017387053,41.60310483770754,31.983592329196707,2.817617269471209,-5.138307861535399
4.607232426760907,96.24960915153102,1043.6512902484235,4.1862066554454955,32.64943276632516,6.919396022398082,8.644526628036582
8.318092164684586,77.53961604606656,980.5756191972224,38.65693364426387,67.29641731118157,4.991512442950374,2.9645439734600494
12.803499210851797,94.41321622900401,1031.525750103596,4.996845328430977,53.08079280904162,3.616298322822285,14.332107870415804
29.25879806965068,62.20703786177325,990.6503520843662,44.05946184471545,38.54241780866443,4.767704704431812,24.762691289659436
-0.01631089208201253,40.71234198345117,1043.856073539972,15.210225906750185,14.90897687287166,5.006796816435709,10.703917133107678
15.711721920680581,24.22613490917776,1042.495715771292,32.71966824152874,2.2139162942145907,9.194970257394369,24.71372230201234
19.620728443102124,78.08678811870804,1025.773080245848,24.375113931013992,21.88346775876926,1.9311245533445773,19.396256864347087
-7.6774793640001135,29.70423984044273,1027.0563904860423,18.315157263116948,10.747140396868126,3.517576721268535,2.098836248064479
20.37724259507192,44.222010261757376,980.3737399378782,32.272091659174826,78.54450308522394,5.8380833492444255,13.113952244681094
